12.00	8.00	429.00	198.00	4952.00	11.50	73.00	1.00	mercury marquis brougham
13.00	8.00	400.00	150.00	4464.00	12.00	73.00	1.00	chevrolet caprice classic
13.00	8.00	351.00	158.00	4363.00	13.00	73.00	1.00	ford ltd
14.00	8.00	318.00	150.00	4237.00	14.50	73.00	1.00	plymouth fury gran sedan
13.00	8.00	440.00	215.00	4735.00	11.00	73.00	1.00	chrysler new yorker brougham
12.00	8.00	455.00	225.00	4951.00	11.00	73.00	1.00	buick electra 225 custom
13.00	8.00	360.00	175.00	3821.00	11.00	73.00	1.00	amc ambassador brougham
18.00	6.00	225.00	105.00	3121.00	16.50	73.00	1.00	plymouth valiant
16.00	6.00	250.00	100.00	3278.00	18.00	73.00	1.00	chevrolet nova custom
18.00	6.00	232.00	100.00	2945.00	16.00	73.00	1.00	amc hornet
18.00	6.00	250.00	88.00	3021.00	16.50	73.00	1.00	ford maverick
23.00	6.00	198.00	95.00	2904.00	16.00	73.00	1.00	plymouth duster
26.00	4.00	97.00	46.00	1950.00	21.00	73.00	2.00	volkswagen super beetle
11.00	8.00	400.00	150.00	4997.00	14.00	73.00	1.00	chevrolet impala
12.00	8.00	400.00	167.00	4906.00	12.50	73.00	1.00	ford country
13.00	8.00	360.00	170.00	4654.00	13.00	73.00	1.00	plymouth custom suburb
12.00	8.00	350.00	180.00	4499.00	12.50	73.00	1.00	oldsmobile vista cruiser
18.00	6.00	232.00	100.00	2789.00	15.00	73.00	1.00	amc gremlin
20.00	4.00	97.00	88.00	2279.00	19.00	73.00	3.00	toyota carina
21.00	4.00	140.00	72.00	2401.00	19.50	73.00	1.00	chevrolet vega
22.00	4.00	108.00	94.00	2379.00	16.50	73.00	3.00	datsun 610
18.00	3.00	70.00	90.00	2124.00	13.50	73.00	3.00	maxda rx3
19.00	4.00	122.00	85.00	2310.00	18.50	73.00	1.00	ford pinto
21.00	6.00	155.00	107.00	2472.00	14.00	73.00	1.00	mercury capri v6
26.00	4.00	98.00	90.00	2265.00	15.50	73.00	2.00	fiat 124 sport coupe
15.00	8.00	350.00	145.00	4082.00	13.00	73.00	1.00	chevrolet monte carlo s
16.00	8.00	400.00	230.00	4278.00	9.50	73.00	1.00	pontiac grand prix
29.00	4.00	68.00	49.00	1867.00	19.50	73.00	2.00	fiat 128
24.00	4.00	116.00	75.00	2158.00	15.50	73.00	2.00	opel manta
20.00	4.00	114.00	91.00	2582.00	14.00	73.00	2.00	audi 100ls
19.00	4.00	121.00	112.00	2868.00	15.50	73.00	2.00	volvo 144ea
15.00	8.00	318.00	150.00	3399.00	11.00	73.00	1.00	dodge dart custom
24.00	4.00	121.00	110.00	2660.00	14.00	73.00	2.00	saab 99le
20.00	6.00	156.00	122.00	2807.00	13.50	73.00	3.00	toyota mark ii
11.00	8.00	350.00	180.00	3664.00	11.00	73.00	1.00	oldsmobile omega
20.00	6.00	198.00	95.00	3102.00	16.50	74.00	1.00	plymouth duster
21.00	6.00	200.00	?	2875.00	17.00	74.00	1.00	ford maverick
19.00	6.00	232.00	100.00	2901.00	16.00	74.00	1.00	amc hornet
15.00	6.00	250.00	100.00	3336.00	17.00	74.00	1.00	chevrolet nova
31.00	4.00	79.00	67.00	1950.00	19.00	74.00	3.00	datsun b210
26.00	4.00	122.00	80.00	2451.00	16.50	74.00	1.00	ford pinto
32.00	4.00	71.00	65.00	1836.00	21.00	74.00	3.00	toyota corolla 1200
25.00	4.00	140.00	75.00	2542.00	17.00	74.00	1.00	chevrolet vega
16.00	6.00	250.00	100.00	3781.00	17.00	74.00	1.00	chevrolet chevelle malibu classic
16.00	6.00	258.00	110.00	3632.00	18.00	74.00	1.00	amc matador
18.00	6.00	225.00	105.00	3613.00	16.50	74.00	1.00	plymouth satellite sebring
16.00	8.00	302.00	140.00	4141.00	14.00	74.00	1.00	ford gran torino
13.00	8.00	350.00	150.00	4699.00	14.50	74.00	1.00	buick century luxus (sw)
14.00	8.00	318.00	150.00	4457.00	13.50	74.00	1.00	dodge coronet custom (sw)
14.00	8.00	302.00	140.00	4638.00	16.00	74.00	1.00	ford gran torino (sw)
14.00	8.00	304.00	150.00	4257.00	15.50	74.00	1.00	amc matador (sw)
29.00	4.00	98.00	83.00	2219.00	16.50	74.00	2.00	audi fox
26.00	4.00	79.00	67.00	1963.00	15.50	74.00	2.00	volkswagen dasher
26.00	4.00	97.00	78.00	2300.00	14.50	74.00	2.00	opel manta
31.00	4.00	76.00	52.00	1649.00	16.50	74.00	3.00	toyota corona
32.00	4.00	83.00	61.00	2003.00	19.00	74.00	3.00	datsun 710
28.00	4.00	90.00	75.00	2125.00	14.50	74.00	1.00	dodge colt
24.00	4.00	90.00	75.00	2108.00	15.50	74.00	2.00	fiat 128
26.00	4.00	116.00	75.00	2246.00	14.00	74.00	2.00	fiat 124 tc
24.00	4.00	120.00	97.00	2489.00	15.00	74.00	3.00	honda civic
26.00	4.00	108.00	93.00	2391.00	15.50	74.00	3.00	subaru
31.00	4.00	79.00	67.00	2000.00	16.00	74.00	2.00	fiat x1.9
19.00	6.00	225.00	95.00	3264.00	16.00	75.00	1.00	plymouth valiant custom
18.00	6.00	250.00	105.00	3459.00	16.00	75.00	1.00	chevrolet nova
15.00	6.00	250.00	72.00	3432.00	21.00	75.00	1.00	mercury monarch
15.00	6.00	250.01	72.00	3158.01	19.50	75.01	1.01	ford maverick
16.00	8.00	400.00	170.00	4668.00	11.50	75.00	1.00	pontiac catalina
15.00	8.00	350.00	145.00	4440.00	14.00	75.00	1.00	chevrolet bel air
16.00	8.00	318.00	150.00	4498.00	14.50	75.00	1.00	plymouth grand fury
14.00	8.00	351.00	148.00	4657.00	13.50	75.00	1.00	ford ltd
17.00	6.00	231.00	110.00	3907.00	21.00	75.00	1.00	buick century
16.00	6.00	250.00	105.00	3897.00	18.50	75.00	1.00	chevroelt chevelle malibu
15.00	6.00	258.00	110.00	3730.00	19.00	75.00	1.00	amc matador
18.00	6.00	225.00	95.00	3785.00	19.00	75.00	1.00	plymouth fury
21.00	6.00	231.00	110.00	3039.00	15.00	75.00	1.00	buick skyhawk
20.00	8.00	262.00	110.00	3221.00	13.50	75.00	1.00	chevrolet monza 2+2
13.00	8.00	302.00	129.00	3169.00	12.00	75.00	1.00	ford mustang ii
29.00	4.00	97.00	75.00	2171.00	16.00	75.00	3.00	toyota corolla
23.00	4.00	140.00	83.00	2639.00	17.00	75.00	1.00	ford pinto
20.00	6.00	232.00	100.00	2914.00	16.00	75.00	1.00	amc gremlin
23.00	4.00	140.00	78.00	2592.00	18.50	75.00	1.00	pontiac astro
24.00	4.00	134.00	96.00	2702.00	13.50	75.00	3.00	toyota corona
25.00	4.00	90.00	71.00	2223.00	16.50	75.00	2.00	volkswagen dasher
24.00	4.00	119.00	97.00	2545.00	17.00	75.00	3.00	datsun 710
18.00	6.00	171.00	97.00	2984.00	14.50	75.00	1.00	ford pinto
29.00	4.00	90.00	70.00	1937.00	14.00	75.00	2.00	volkswagen rabbit
19.00	6.00	232.00	90.00	3211.00	17.00	75.00	1.00	amc pacer
23.00	4.00	115.00	95.00	2694.00	15.00	75.00	2.00	audi 100ls
23.00	4.00	120.00	88.00	2957.00	17.00	75.00	2.00	peugeot 504
22.00	4.00	121.00	98.00	2945.00	14.50	75.00	2.00	volvo 244dl
25.00	4.00	121.00	115.00	2671.00	13.50	75.00	2.00	saab 99le
33.00	4.00	91.00	53.00	1795.00	17.50	75.00	3.00	honda civic cvcc
28.00	4.00	107.00	86.00	2464.00	15.50	76.00	2.00	fiat 131
25.00	4.00	116.00	81.00	2220.00	16.90	76.00	2.00	opel 1900
25.00	4.00	140.00	92.00	2572.00	14.90	76.00	1.00	capri ii
26.00	4.00	98.00	79.00	2255.00	17.70	76.00	1.00	dodge colt
27.00	4.00	101.00	83.00	2202.00	15.30	76.00	2.00	renault 12tl
17.50	8.00	305.00	140.00	4215.00	13.00	76.00	1.00	chevrolet chevelle malibu classic
16.00	8.00	318.00	150.00	4190.00	13.00	76.00	1.00	dodge coronet brougham
15.50	8.00	304.00	120.00	3962.00	13.90	76.00	1.00	amc matador
14.50	8.00	351.00	152.00	4215.00	12.80	76.00	1.00	ford gran torino
22.00	6.00	225.00	100.00	3233.00	15.40	76.00	1.00	plymouth valiant
22.00	6.00	250.00	105.00	3353.00	14.50	76.00	1.00	chevrolet nova
24.00	6.00	200.00	81.00	3012.00	17.60	76.00	1.00	ford maverick
22.50	6.00	232.00	90.00	3085.00	17.60	76.00	1.00	amc hornet
29.00	4.00	85.00	52.00	2035.00	22.20	76.00	1.00	chevrolet chevette
24.50	4.00	98.00	60.00	2164.00	22.10	76.00	1.00	chevrolet woody
29.00	4.00	90.00	70.00	1937.00	14.20	76.00	2.00	vw rabbit
33.00	4.00	91.00	53.00	1795.00	17.40	76.00	3.00	honda civic
20.00	6.00	225.00	100.00	3651.00	17.70	76.00	1.00	dodge aspen se
18.00	6.00	250.00	78.00	3574.00	21.00	76.00	1.00	ford granada ghia
18.50	6.00	250.00	110.00	3645.00	16.20	76.00	1.00	pontiac ventura sj
17.50	6.00	258.00	95.00	3193.00	17.80	76.00	1.00	amc pacer d/l
29.50	4.00	97.00	71.00	1825.00	12.20	76.00	2.00	volkswagen rabbit
32.00	4.00	85.00	70.00	1990.00	17.00	76.00	3.00	datsun b-210
28.00	4.00	97.00	75.00	2155.00	16.40	76.00	3.00	toyota corolla
26.50	4.00	140.00	72.00	2565.00	13.60	76.00	1.00	ford pinto
20.00	4.00	130.00	102.00	3150.00	15.70	76.00	2.00	volvo 245
13.00	8.00	318.00	150.00	3940.00	13.20	76.00	1.00	plymouth volare premier v8
19.00	4.00	120.00	88.00	3270.00	21.90	76.00	2.00	peugeot 504
19.00	6.00	156.00	108.00	2930.00	15.50	76.00	3.00	toyota mark ii
16.50	6.00	168.00	120.00	3820.00	16.70	76.00	2.00	mercedes-benz 280s
16.50	8.00	350.00	180.00	4380.00	12.10	76.00	1.00	cadillac seville
13.00	8.00	350.00	145.00	4055.00	12.00	76.00	1.00	chevy c10
13.00	8.00	302.00	130.00	3870.00	15.00	76.00	1.00	ford f108
13.00	8.00	318.00	150.00	3755.00	14.00	76.00	1.00	dodge d100
31.50	4.00	98.00	68.00	2045.00	18.50	77.00	3.00	honda accord cvcc
30.00	4.00	111.00	80.00	2155.00	14.80	77.00	1.00	buick opel isuzu deluxe
36.00	4.00	79.00	58.00	1825.00	18.60	77.00	2.00	renault 5 gtl
25.50	4.00	122.00	96.00	2300.00	15.50	77.00	1.00	plymouth arrow gs
33.50	4.00	85.00	70.00	1945.00	16.80	77.00	3.00	datsun f-10 hatchback
17.50	8.00	305.00	145.00	3880.00	12.50	77.00	1.00	chevrolet caprice classic
17.00	8.00	260.00	110.00	4060.00	19.00	77.00	1.00	oldsmobile cutlass supreme
15.50	8.00	318.00	145.00	4140.00	13.70	77.00	1.00	dodge monaco brougham
15.00	8.00	302.00	130.00	4295.00	14.90	77.00	1.00	mercury cougar brougham
17.50	6.00	250.00	110.00	3520.00	16.40	77.00	1.00	chevrolet concours
20.50	6.00	231.00	105.00	3425.00	16.90	77.00	1.00	buick skylark
19.00	6.00	225.00	100.00	3630.00	17.70	77.00	1.00	plymouth volare custom
18.50	6.00	250.00	98.00	3525.00	19.00	77.00	1.00	ford granada
16.00	8.00	400.00	180.00	4220.00	11.10	77.00	1.00	pontiac grand prix lj
15.50	8.00	350.00	170.00	4165.00	11.40	77.00	1.00	chevrolet monte carlo landau
15.50	8.00	400.00	190.00	4325.00	12.20	77.00	1.00	chrysler cordoba
16.00	8.00	351.00	149.00	4335.00	14.50	77.00	1.00	ford thunderbird
29.00	4.00	97.00	78.00	1940.00	14.50	77.00	2.00	volkswagen rabbit custom
24.50	4.00	151.00	88.00	2740.00	16.00	77.00	1.00	pontiac sunbird coupe
26.00	4.00	97.00	75.00	2265.00	18.20	77.00	3.00	toyota corolla liftback
25.50	4.00	140.00	89.00	2755.00	15.80	77.00	1.00	ford mustang ii 2+2
30.50	4.00	98.00	63.00	2051.00	17.00	77.00	1.00	chevrolet chevette
33.50	4.00	98.00	83.00	2075.00	15.90	77.00	1.00	dodge colt m/m
30.00	4.00	97.00	67.00	1985.00	16.40	77.00	3.00	subaru dl
30.50	4.00	97.00	78.00	2190.00	14.10	77.00	2.00	volkswagen dasher
22.00	6.00	146.00	97.00	2815.00	14.50	77.00	3.00	datsun 810
21.50	4.00	121.00	110.00	2600.00	12.80	77.00	2.00	bmw 320i
21.50	3.00	80.00	110.00	2720.00	13.50	77.00	3.00	mazda rx-4
43.10	4.00	90.00	48.00	1985.00	21.50	78.00	2.00	volkswagen rabbit custom diesel
36.10	4.00	98.00	66.00	1800.00	14.40	78.00	1.00	ford fiesta
32.80	4.00	78.00	52.00	1985.00	19.40	78.00	3.00	mazda glc deluxe
39.40	4.00	85.00	70.00	2070.00	18.60	78.00	3.00	datsun b210 gx
36.10	4.00	91.00	60.00	1800.00	16.40	78.00	3.00	honda civic cvcc
19.90	8.00	260.00	110.00	3365.00	15.50	78.00	1.00	oldsmobile cutlass salon brougham
19.40	8.00	318.00	140.00	3735.00	13.20	78.00	1.00	dodge diplomat
20.20	8.00	302.00	139.00	3570.00	12.80	78.00	1.00	mercury monarch ghia
19.20	6.00	231.00	105.00	3535.00	19.20	78.00	1.00	pontiac phoenix lj
20.50	6.00	200.00	95.00	3155.00	18.20	78.00	1.00	chevrolet malibu
20.20	6.00	200.00	85.00	2965.00	15.80	78.00	1.00	ford fairmont (auto)
25.10	4.00	140.00	88.00	2720.00	15.40	78.00	1.00	ford fairmont (man)
20.50	6.00	225.00	100.00	3430.00	17.20	78.00	1.00	plymouth volare
19.40	6.00	232.00	90.00	3210.00	17.20	78.00	1.00	amc concord
20.60	6.00	231.00	105.00	3380.00	15.80	78.00	1.00	buick century special
20.80	6.00	200.00	85.00	3070.00	16.70	78.00	1.00	mercury zephyr
18.60	6.00	225.00	110.00	3620.00	18.70	78.00	1.00	dodge aspen
18.10	6.00	258.00	120.00	3410.00	15.10	78.00	1.00	amc concord d/l
19.20	8.00	305.00	145.00	3425.00	13.20	78.00	1.00	chevrolet monte carlo landau
17.70	6.00	231.00	165.00	3445.00	13.40	78.00	1.00	buick regal sport coupe (turbo)
18.10	8.00	302.00	139.00	3205.00	11.20	78.00	1.00	ford futura
17.50	8.00	318.00	140.00	4080.00	13.70	78.00	1.00	dodge magnum xe
30.00	4.00	98.00	68.00	2155.00	16.50	78.00	1.00	chevrolet chevette
27.50	4.00	134.00	95.00	2560.00	14.20	78.00	3.00	toyota corona
27.20	4.00	119.00	97.00	2300.00	14.70	78.00	3.00	datsun 510
30.90	4.00	105.00	75.00	2230.00	14.50	78.00	1.00	dodge omni
21.10	4.00	134.00	95.00	2515.00	14.80	78.00	3.00	toyota celica gt liftback
23.20	4.00	156.00	105.00	2745.00	16.70	78.00	1.00	plymouth sapporo
23.80	4.00	151.00	85.00	2855.00	17.60	78.00	1.00	oldsmobile starfire sx
23.90	4.00	119.00	97.00	2405.00	14.90	78.00	3.00	datsun 200-sx
20.30	5.00	131.00	103.00	2830.00	15.90	78.00	2.00	audi 5000
17.00	6.00	163.00	125.00	3140.00	13.60	78.00	2.00	volvo 264gl
21.60	4.00	121.00	115.00	2795.00	15.70	78.00	2.00	saab 99gle
16.20	6.00	163.00	133.00	3410.00	15.80	78.00	2.00	peugeot 604sl
31.50	4.00	89.00	71.00	1990.00	14.90	78.00	2.00	volkswagen scirocco
29.50	4.00	98.00	68.00	2135.00	16.60	78.00	3.00	honda accord lx
21.50	6.00	231.00	115.00	3245.00	15.40	79.00	1.00	pontiac lemans v6
19.80	6.00	200.00	85.00	2990.00	18.20	79.00	1.00	mercury zephyr 6
22.30	4.00	140.00	88.00	2890.00	17.30	79.00	1.00	ford fairmont 4
20.20	6.00	232.00	90.00	3265.00	18.20	79.00	1.00	amc concord dl 6
20.60	6.00	225.00	110.00	3360.00	16.60	79.00	1.00	dodge aspen 6
17.00	8.00	305.00	130.00	3840.00	15.40	79.00	1.00	chevrolet caprice classic
17.60	8.00	302.00	129.00	3725.00	13.40	79.00	1.00	ford ltd landau
16.50	8.00	351.00	138.00	3955.00	13.20	79.00	1.00	mercury grand marquis
18.20	8.00	318.00	135.00	3830.00	15.20	79.00	1.00	dodge st. regis
16.90	8.00	350.00	155.00	4360.00	14.90	79.00	1.00	buick estate wagon (sw)
15.50	8.00	351.00	142.00	4054.00	14.30	79.00	1.00	ford country squire (sw)
19.20	8.00	267.00	125.00	3605.00	15.00	79.00	1.00	chevrolet malibu classic (sw)
18.50	8.00	360.00	150.00	3940.00	13.00	79.00	1.00	chrysler lebaron town @ country (sw)
31.90	4.00	89.00	71.00	1925.00	14.00	79.00	2.00	vw rabbit custom
34.10	4.00	86.00	65.00	1975.00	15.20	79.00	3.00	maxda glc deluxe
35.70	4.00	98.00	80.00	1915.00	14.40	79.00	1.00	dodge colt hatchback custom
27.40	4.00	121.00	80.00	2670.00	15.00	79.00	1.00	amc spirit dl
25.40	5.00	183.00	77.00	3530.00	20.10	79.00	2.00	mercedes benz 300d
23.00	8.00	350.00	125.00	3900.00	17.40	79.00	1.00	cadillac eldorado
27.20	4.00	141.00	71.00	3190.00	24.80	79.00	2.00	peugeot 504
23.90	8.00	260.00	90.00	3420.00	22.20	79.00	1.00	oldsmobile cutlass salon brougham
34.20	4.00	105.00	70.00	2200.00	13.20	79.00	1.00	plymouth horizon
34.50	4.00	105.00	70.00	2150.00	14.90	79.00	1.00	plymouth horizon tc3
31.80	4.00	85.00	65.00	2020.00	19.20	79.00	3.00	datsun 210
37.30	4.00	91.00	69.00	2130.00	14.70	79.00	2.00	fiat strada custom
28.40	4.00	151.00	90.00	2670.00	16.00	79.00	1.00	buick skylark limited
28.80	6.00	173.00	115.00	2595.00	11.30	79.00	1.00	chevrolet citation
26.80	6.00	173.00	115.00	2700.00	12.90	79.00	1.00	oldsmobile omega brougham
33.50	4.00	151.00	90.00	2556.00	13.20	79.00	1.00	pontiac phoenix
41.50	4.00	98.00	76.00	2144.00	14.70	80.00	2.00	vw rabbit
38.10	4.00	89.00	60.00	1968.00	18.80	80.00	3.00	toyota corolla tercel
32.10	4.00	98.00	70.00	2120.00	15.50	80.00	1.00	chevrolet chevette
37.20	4.00	86.00	65.00	2019.00	16.40	80.00	3.00	datsun 310
28.00	4.00	151.00	90.00	2678.00	16.50	80.00	1.00	chevrolet citation
26.40	4.00	140.00	88.00	2870.00	18.10	80.00	1.00	ford fairmont
24.30	4.00	151.00	90.00	3003.00	20.10	80.00	1.00	amc concord
19.10	6.00	225.00	90.00	3381.00	18.70	80.00	1.00	dodge aspen
34.30	4.00	97.00	78.00	2188.00	15.80	80.00	2.00	audi 4000
29.80	4.00	134.00	90.00	2711.00	15.50	80.00	3.00	toyota corona liftback
31.30	4.00	120.00	75.00	2542.00	17.50	80.00	3.00	mazda 626
37.00	4.00	119.00	92.00	2434.00	15.00	80.00	3.00	datsun 510 hatchback
32.20	4.00	108.00	75.00	2265.00	15.20	80.00	3.00	toyota corolla
46.60	4.00	86.00	65.00	2110.00	17.90	80.00	3.00	mazda glc
27.90	4.00	156.00	105.00	2800.00	14.40	80.00	1.00	dodge colt
40.80	4.00	85.00	65.00	2110.00	19.20	80.00	3.00	datsun 210
44.30	4.00	90.00	48.00	2085.00	21.70	80.00	2.00	vw rabbit c (diesel)
43.40	4.00	90.00	48.00	2335.00	23.70	80.00	2.00	vw dasher (diesel)
36.40	5.00	121.00	67.00	2950.00	19.90	80.00	2.00	audi 5000s (diesel)
30.00	4.00	146.00	67.00	3250.00	21.80	80.00	2.00	mercedes-benz 240d
44.60	4.00	91.00	67.00	1850.00	13.80	80.00	3.00	honda civic 1500 gl
40.90	4.00	85.00	?	1835.00	17.30	80.00	2.00	renault lecar deluxe
33.80	4.00	97.00	67.00	2145.00	18.00	80.00	3.00	subaru dl
29.80	4.00	89.00	62.00	1845.00	15.30	80.00	2.00	vokswagen rabbit
32.70	6.00	168.00	132.00	2910.00	11.40	80.00	3.00	datsun 280-zx
23.70	3.00	70.00	100.00	2420.00	12.50	80.00	3.00	mazda rx-7 gs
35.00	4.00	122.00	88.00	2500.00	15.10	80.00	2.00	triumph tr7 coupe
